date,open,close,high,low,volume,amount
20150217 13:05:00,14.03,14.04,14.05,14.03,67700,950887
20150217 13:06:00,14.05,14.03,14.05,14.03,435700,6113997
20150217 13:07:00,14.03,14.04,14.04,14.02,682100,9569703
20150217 13:08:00,14.03,14.01,14.03,14.01,901800,12636382
20150217 13:09:00,14.01,14,14.01,13.99,234100,3278039
20150217 13:10:00,14,14.02,14.03,14,160600,2250368
20150217 13:11:00,14.03,14.01,14.03,14,308600,4322426
20150217 13:12:00,14,14.01,14.01,14,312200,4372096
20150217 13:13:00,14.01,14.01,14.02,14,192400,2694721
20150217 13:14:00,14.01,14.02,14.02,14,200900,2815247
20150217 13:15:00,14.01,14.01,14.03,14,235100,3293792
20150217 13:16:00,14.03,14.03,14.03,14.01,112800,1581558
20150217 13:17:00,14.02,14.03,14.03,14.01,161500,2265001
20150217 13:18:00,14.02,14.02,14.03,14.01,162800,2283087
20150217 13:19:00,14.02,14.02,14.03,14.01,146500,2053820
20150217 13:20:00,14.02,14.03,14.04,14.01,387600,5437854
20150217 13:21:00,14.03,14.01,14.03,14.01,80000,1121930
20150217 13:22:00,14.02,14.02,14.04,14.01,234300,3286623
20150217 13:23:00,14.02,14,14.02,14,263600,3693962
20150217 13:24:00,14,14.02,14.04,14,418400,5867307
20150217 13:25:00,14.04,14.04,14.04,14.02,336800,4726801
20150217 13:26:00,14.03,14.01,14.04,14.01,184400,2586503
20150217 13:27:00,14.02,14.03,14.05,14.01,373400,5241828
20150217 13:28:00,14.05,14.03,14.05,14.03,99300,1393746
20150217 13:29:00,14.03,14.03,14.04,14.03,248800,3491238
20150217 13:30:00,14.03,14.02,14.03,14.02,136500,1914616
20150217 13:31:00,14.02,14.02,14.03,14.02,124300,1743710
20150217 13:32:00,14.02,14.03,14.03,14.02,123100,1726847
20150217 13:33:00,14.02,14.02,14.03,14.02,87900,1232557
20150217 13:34:00,14.02,14.01,14.03,14.01,79200,1110401
20150217 13:35:00,14.01,14.02,14.03,14.01,102800,1441391
20150217 13:36:00,14.02,14.01,14.03,14.01,79300,1111670
20150217 13:37:00,14.01,14.03,14.03,14.01,196700,2757086
20150217 13:38:00,14.03,14.03,14.03,14.02,52500,736404
20150217 13:39:00,14.03,14.01,14.03,14.01,116600,1635184
20150217 13:40:00,14.02,14.03,14.03,14.01,71600,1003968.0625
20150217 13:41:00,14.01,14.02,14.03,14,263900,3698648
20150217 13:42:00,14.02,14.02,14.02,14,200200,2804261
20150217 13:43:00,14.01,14.01,14.01,14,46800,655432
20150217 13:44:00,14.01,14.01,14.01,14,206100,2887215
20150217 13:45:00,14.01,14,14.02,14,222200,3112540
20150217 13:46:00,14.01,14,14.01,14,172700,2418858
20150217 13:47:00,14,14.01,14.01,14,134000,1876446
20150217 13:48:00,14,14,14.01,14,633500,8869428
20150217 13:49:00,13.99,14,14,13.99,653700,9146267
20150217 13:50:00,13.99,14,14,13.99,287700,4026648
20150217 13:51:00,14,14,14,13.99,129400,1811138
20150217 13:52:00,14,14,14.01,13.99,71200,997017
20150217 13:53:00,14,14,14.01,14,214200,2999841
20150217 13:54:00,14.01,14,14.01,14,291200,4079221
20150217 13:55:00,14.01,13.99,14.01,13.98,637000,8909236
20150217 13:56:00,13.98,13.98,14,13.97,216600,3028594
20150217 13:57:00,13.98,13.98,13.99,13.97,170800,2387676
20150217 13:58:00,13.98,13.98,13.99,13.97,436000,6095275
20150217 13:59:00,13.97,13.98,13.98,13.97,205200,2867816
20150217 14:00:00,13.98,13.98,13.99,13.97,184400,2578158
20150217 14:01:00,13.98,13.98,13.98,13.97,190700,2664489
20150217 14:02:00,13.98,13.96,13.98,13.96,264500,3695751
20150217 14:03:00,13.96,13.97,13.97,13.96,201700,2816001
20150217 14:04:00,13.97,13.96,13.97,13.96,212200,2962898
20150217 14:05:00,13.96,13.97,13.97,13.96,107900,1507035
20150217 14:06:00,13.96,13.97,13.98,13.96,142000,1984500
20150217 14:07:00,13.98,13.99,13.99,13.97,227800,3186016
20150217 14:08:00,13.98,14,14,13.98,109200,1527723
20150217 14:09:00,13.99,14,14,13.99,163000,2281485
20150217 14:10:00,14,13.99,14,13.99,205700,2878960
20150217 14:11:00,14,14,14,13.99,252000,3527688
20150217 14:12:00,14.01,14.01,14.01,14,163800,2293840
20150217 14:13:00,14.01,14,14.01,14,133200,1865837
20150217 14:14:00,14,13.99,14.01,13.99,124200,1739111
20150217 14:15:00,13.99,14,14,13.99,113400,1586714
20150217 14:16:00,14,14,14,13.99,142900,2000416
20150217 14:17:00,14,14.01,14.01,13.99,179900,2518468
20150217 14:18:00,14,13.99,14.01,13.99,177400,2483542
20150217 14:19:00,13.99,14,14,13.99,102100,1428874
20150217 14:20:00,13.99,14,14.01,13.99,246800,3454854
20150217 14:21:00,13.99,14,14,13.99,203400,2847189
20150217 14:22:00,14,13.99,14,13.99,179700,2514560
20150217 14:23:00,14,14.01,14.01,13.99,153300,2147062
20150217 14:24:00,14.01,14.01,14.01,14,151200,2117646
20150217 14:25:00,14,14.01,14.01,14,595500,8341168
20150217 14:26:00,14.01,14,14.02,14,338300,4740198
20150217 14:27:00,14,14.01,14.01,14,228600,3201803
20150217 14:28:00,14,14.01,14.01,14,153900,2155688
20150217 14:29:00,14.01,14,14.01,14,384400,5382145
20150217 14:30:00,14,14,14.01,14,331300,4641019
20150217 14:31:00,14,14,14.01,14,484000,6776459
20150217 14:32:00,14,14,14.01,14,409200,5730356
20150217 14:33:00,14.01,14,14.01,14,221100,3096264
20150217 14:34:00,14.01,14.01,14.01,14,346300,4849144
20150217 14:35:00,14.01,14.01,14.02,14,446700,6260294
20150217 14:36:00,14.02,14.01,14.02,14.01,306300,4292043
20150217 14:37:00,14.02,14,14.02,14,237200,3322894
20150217 14:38:00,14.01,14.01,14.02,14,302700,4240035
20150217 14:39:00,14.01,14,14.02,14,213500,2990770
20150217 14:40:00,14.01,14,14.01,14,158700,2222023
20150217 14:41:00,14.01,14,14.01,14,136200,1907279
20150217 14:42:00,14.01,14.01,14.01,14,454800,6370143
20150217 14:43:00,14,14,14.01,13.99,609100,8527440
20150217 14:44:00,14,13.99,14,13.99,400400,5603262
20150217 14:45:00,14,14,14,13.99,691100,9669761
20150217 14:46:00,14,13.99,14,13.99,399500,5592464
20150217 14:47:00,13.99,13.99,14,13.99,293000,4100136
20150217 14:48:00,14,13.98,14,13.98,254600,3561866
20150217 14:49:00,13.99,13.98,13.99,13.97,1075500,15036987
20150217 14:50:00,13.99,13.98,13.99,13.97,244800,3422024
20150217 14:51:00,13.98,13.98,13.99,13.97,452100,6320079
20150217 14:52:00,13.98,13.99,13.99,13.97,381900,5339992
20150217 14:53:00,13.99,13.99,13.99,13.98,426600,5967642
20150217 14:54:00,13.99,13.99,14,13.99,644200,9014401
20150217 14:55:00,14,13.99,14,13.98,638200,8929046
20150217 14:56:00,14,14,14,13.98,645100,9024351
20150217 14:57:00,14,13.99,14,13.99,22000,307900
20150217 14:58:00,13.99,13.99,13.99,13.99,0,0
20150217 14:59:00,13.99,13.99,13.99,13.99,938700,13132413
20150225 09:30:00,14.04,13.98,14.04,13.98,1485200,20810716
20150225 09:31:00,13.98,13.93,13.99,13.93,447600,6247932
20150225 09:32:00,13.92,13.92,13.94,13.92,501100,6977955
20150225 09:33:00,13.93,13.92,13.93,13.91,326000,4536862
20150225 09:34:00,13.93,13.93,13.93,13.92,386300,5379351
20150225 09:35:00,13.93,13.95,13.95,13.93,297400,4146012
20150225 09:36:00,13.94,13.93,13.94,13.92,307100,4276970
20150225 09:37:00,13.93,13.92,13.93,13.91,247200,3442431
